timestamp,ax,ay,az,wx,wy,wz,latitude,longitude,speed,roadCondition
1762948254681,0.9597397,0.21581334,9.857886,-0.054159313,0.011496484,-0.022052236,28.690824,77.2077848,7.9447923,Good
1762948254782,1.1461043,0.09787496,10.371443,-0.00816116,0.006963864,-0.01001819,28.690824,77.2077848,7.9447923,Good
1762948254882,0.89030784,0.26288334,9.330252,-0.04061032,0.069516465,-0.028099801,28.690824,77.2077848,7.9447923,Good
1762948254982,0.6933608,0.08169016,9.8787155,0.0172264,-0.010726794,-0.018643606,28.690752,77.2077517,7.878982,Good
1762948255082,0.940203,0.24636336,9.737457,0.0145263765,-0.005229006,-0.05527109,28.690752,77.2077517,7.878982,Good
1762948255182,0.78955984,0.14781801,10.122781,-0.025851818,0.007782423,0.047219884,28.690752,77.2077517,7.878982,Good
1762948255282,0.8340441,0.008188169,9.581499,-0.0060353484,0.017617354,-0.0060109138,28.690752,77.2077517,7.878982,Good
1762948255383,0.6351817,-0.2707842,9.938906,-0.074269,-0.001478294,-0.04557055,28.690752,77.2077517,7.878982,Good
1762948255483,0.89361185,0.092272535,9.645568,0.09981538,-0.029541444,0.00453262,28.690752,77.2077517,7.878982,Good
1762948255583,0.895192,-0.18258183,9.498468,-0.036761872,0.009053023,0.001282817,28.690752,77.2077517,7.878982,Good
1762948255683,0.8345708,-0.20412964,10.023038,0.00040317106,-0.017263053,0.011093313,28.690752,77.2077517,7.878982,Good
1762948255783,0.7839095,-0.020638017,9.805118,0.0052778753,0.006499606,-0.014110987,28.690752,77.2077517,7.878982,Good
1762948255883,0.95533437,-0.2618299,9.693452,-0.02112372,-0.009737192,-0.026535986,28.690682952292264,77.20772135071456,7.77,Good
1762948255984,0.9172187,-0.041132383,9.609703,0.018497,0.0041905358,-0.021294763,28.6906841,77.2077211,7.7813735,Good
1762948256084,0.9282799,-0.092176765,9.961938,-0.028258627,0.00040317109,-0.004874705,28.6906841,77.2077211,7.7813735,Good
1762948256184,1.2089761,-0.19809625,9.944891,-0.011716396,0.014648548,-0.014538593,28.6906841,77.2077211,7.7813735,Good
1762948256284,0.91520756,-0.28476635,9.972329,-0.04328591,0.07142237,-0.032717943,28.6906841,77.2077211,7.7813735,Good
1762948256385,0.98588437,-0.101897225,9.820106,0.036774088,0.021343632,0.07120245,28.6906841,77.2077211,7.7813735,Good
1762948256485,0.6844065,-0.16242264,9.786203,-0.011630874,0.040549234,-0.14060897,28.6906841,77.2077211,7.7813735,Good
1762948256585,0.9260772,-0.056455277,9.912905,0.062955774,-0.032070424,-0.025778513,28.6906841,77.2077211,7.7813735,Good
1762948256685,0.5245696,0.039456446,9.465812,-0.060365703,0.036957346,-0.013011429,28.6906841,77.2077211,7.7813735,Good
1762948256785,0.7323863,-0.37507564,10.1577835,0.0068172566,-0.010800097,0.018435912,28.6906841,77.2077211,7.7813735,Good
1762948256886,0.903045,-0.12349293,9.742725,-0.005143485,0.012107349,-0.007990117,28.69062117766589,77.20768547616899,7.23,Good
1762948256986,0.4636132,-0.2624524,9.857264,0.006352999,0.013597861,0.02067168,28.690621,77.2076864,7.305879,Good
1762948257086,0.87201613,-0.1403481,9.994547,0.0645318,-0.013219124,-0.011679743,28.690621,77.2076864,7.305879,Good
1762948257186,0.9176496,-0.094858274,10.033237,0.029297097,0.012107349,-0.06945538,28.690621,77.2076864,7.305879,Good
1762948257286,0.75532275,0.14676456,9.536536,0.056517255,0.011337658,-0.026364943,28.690621,77.2076864,7.305879,Good
1762948257387,0.891074,0.030741548,9.53443,-0.048014008,0.022626448,-0.018570304,28.690621,77.2076864,7.305879,Good
1762948257487,0.6414545,0.074220255,9.752158,-0.03368311,0.019486602,-0.03303559,28.690621,77.2076864,7.305879,Good
1762948257587,0.6830658,0.16290148,9.941731,0.028380798,0.01985312,-0.023041837,28.690621,77.2076864,7.305879,Good
1762948257687,0.42832267,0.11961432,10.209164,-0.012278392,0.010653489,-0.014831808,28.690621,77.2076864,7.305879,Good
1762948257787,0.5985025,0.20566192,9.69216,0.021978932,-0.012767084,-0.005497787,28.690621,77.2076864,7.305879,Good
1762948257888,0.6806715,0.30391997,9.712462,0.039180897,0.0071349065,-0.02026851,28.690562001429495,77.20765555277467,6.99,Good
1762948257988,0.46437937,0.46806642,9.796738,-0.010506882,-0.008600983,-0.005045747,28.6905619,77.2076558,7.0330935,Good
1762948258088,0.65754354,0.48401183,9.460401,0.0360777,-0.002871067,-0.0069149947,28.6905619,77.2076558,7.0330935,Good
1762948258188,0.51839256,0.393511,10.416119,-0.02095268,0.011447614,-0.006499606,28.6905619,77.2076558,7.0330935,Good
1762948258288,0.561967,0.31004912,9.776771,-0.012767083,-0.0060964352,0.011203269,28.6905619,77.2076558,7.0330935,Good
1762948258389,0.46164998,0.38158786,9.316893,-0.040231586,0.01237613,0.0020891593,28.6905619,77.2076558,7.0330935,Good
1762948258489,0.65807027,0.24104823,9.785772,0.0059498283,0.008662069,-0.0017959438,28.6905619,77.2076558,7.0330935,Good
1762948258589,0.48640603,0.33097443,9.702407,-0.033658676,0.026316075,0.008539896,28.6905619,77.2076558,7.0330935,Good
1762948258689,0.35438973,0.31258696,9.927796,0.0035430181,0.034122933,0.0051434855,28.6905619,77.2076558,7.0330935,Good
1762948258789,0.25244462,0.20020315,10.047794,-0.049846604,0.028393017,0.021343632,28.6905619,77.2076558,7.0330935,Good
1762948258890,0.19460072,0.18650831,9.801,0.03205821,0.0065973448,0.020964894,28.690507267601788,77.20762353390455,7.0699997,Good
1762948258990,0.071730286,0.036870707,10.2365055,-0.018753562,0.0029077188,0.044629816,28.6905065,77.2076237,7.069581,Good
1762948259090,0.35764584,0.27854142,9.970413,0.12420112,-0.015784757,0.026010642,28.6905065,77.2076237,7.069581,Good
1762948259191,0.021260511,0.40892965,9.633166,-0.019572122,0.022870794,0.025619688,28.6905065,77.2076237,7.069581,Good
1762948259291,0.016998831,0.28653806,10.032041,0.04478864,-0.0021624628,0.031838298,28.6905065,77.2076237,7.069581,Good
1762948259391,0.031268276,0.41060558,9.816371,-0.046364672,-0.018802432,0.0379836,28.6905065,77.2076237,7.069581,Good
1762948259491,0.1967555,0.16630125,10.258197,0.028527407,-0.015296065,0.038887683,28.6905065,77.2076237,7.069581,Good
1762948259591,0.29793447,0.29439104,10.017962,0.055503216,0.0030909781,0.043066,28.6905065,77.2076237,7.069581,Good
1762948259691,-0.19895816,0.3568797,9.278441,-0.036505308,0.020720549,0.060133573,28.6905065,77.2076237,7.069581,Good
1762948259791,-0.045441944,0.2621172,9.949105,-0.03213151,0.0062308256,0.08654739,28.6905065,77.2076237,7.069581,Good
1762948259898,-0.13182768,0.3709547,9.718016,0.020420352,0.009823711,0.068878174,28.69044855237007,77.20758363604546,7.0299997,Good
1762948260000,0.03378001,0.22801507,9.907207,-0.0043760166,0.005364508,0.07925699,28.6904489,77.2075856,7.0337825,Good
1762948260101,0.029161377,0.279547,10.078871,-0.039351936,0.02425135,0.058630846,28.6904489,77.2075856,7.0337825,Good
1762948260201,-0.30617052,0.15931018,9.40021,0.0029565874,-0.010641273,0.060854394,28.6904489,77.2075856,7.0337825,Good
1762948260301,-0.16294937,0.2213679,10.0664215,0.018558085,-0.017250834,0.07318166,28.6904489,77.2075856,7.0337825,Good
1762948260401,-0.001388638,0.28198907,10.014897,-0.030970868,-0.008087856,0.0680626,28.6904489,77.2075856,7.0337825,Good
1762948260501,0.11923124,0.22534226,9.623877,0.058215458,-0.026768114,0.07189884,28.6904489,77.2075856,7.0337825,Good
1762948260601,0.22060174,0.33786973,9.870193,0.0012461651,-0.032705724,0.046718974,28.6904489,77.2075856,7.0337825,Good
1762948260701,0.23367408,-0.108553104,9.588251,-0.07326718,-0.010189232,0.048759263,28.6904489,77.2075856,7.0337825,Good
1762948260802,0.3770389,-0.34869152,10.359137,-0.036505308,-0.022980751,0.054562483,28.6904489,77.2075856,7.0337825,Good
1762948260902,0.557849,-0.06971915,9.795541,0.045888197,-0.01645671,0.015112806,28.69039172306657,77.2075538802892,6.81,Good
1762948261002,0.5115451,-0.2206975,9.89514,0.010922271,0.00096516707,0.0022235496,28.690392,77.2075537,6.8261495,Good
1762948261102,0.41424477,-0.009911994,9.751632,0.08047539,0.001001819,0.021245893,28.690392,77.2075537,6.8261495,Good
1762948261203,0.23472753,0.23238121,9.267428,-0.009419542,-0.018472565,-0.008600983,28.690392,77.2075537,6.8261495,Good
1762948261303,0.59189457,0.026288336,9.627085,-0.023591615,-0.029187141,0.013500122,28.690392,77.2075537,6.8261495,Good
1762948261403,0.6857951,-0.006943184,9.892841,-0.025900686,-0.024715608,0.0064629545,28.690392,77.2075537,6.8261495,Good
1762948261503,0.62550914,-0.1439394,10.234734,-0.05448918,-0.024740042,0.003652974,28.690392,77.2075537,6.8261495,Good
1762948261604,0.7677726,-0.107260235,9.520208,0.011520918,-0.030115657,0.0026633726,28.690392,77.2075537,6.8261495,Good
1762948261704,0.85334134,-0.12492944,10.082702,0.03418402,-0.013976597,-0.01455081,28.690392,77.2075537,6.8261495,Good
1762948261804,0.76140404,-0.01671153,9.859514,0.043676864,-0.02806315,-0.0049968776,28.690392,77.2075537,6.8261495,Good
1762948261904,0.9085517,0.2753332,9.519873,0.0659368,-0.016224582,-0.006010914,28.6903334,77.207531,6.6145787,Good
1762948262004,0.777924,0.37531507,9.781128,-0.054024924,-0.026963592,-0.01006706,28.6903334,77.207531,6.6145787,Good
1762948262105,1.0046071,0.40916908,9.812444,0.050567426,-0.0188513,-0.032388076,28.6903334,77.207531,6.6145787,Good
1762948262205,0.8746976,0.55143255,10.004699,0.0025656337,-0.02239432,-0.04090354,28.6903334,77.207531,6.6145787,Good
1762948262305,0.8710106,0.41984722,9.91166,0.009468411,-0.01391551,-0.01836261,28.6903334,77.207531,6.6145787,Good
1762948262405,1.084765,0.6814377,9.590262,0.023017403,-0.01328021,-0.023090707,28.6903334,77.207531,6.6145787,Good
1762948262505,0.8387367,0.7517793,9.652607,-0.04483751,1.22174415e-05,-0.02017077,28.6903334,77.207531,6.6145787,Good
1762948262606,0.86832905,0.84567994,9.57154,-0.019620992,-0.0027122416,-0.01500285,28.6903334,77.207531,6.6145787,Good
1762948262707,1.1372937,0.81350183,10.117561,-0.052571062,0.0021502457,-0.0030298915,28.6918405,77.2083597,0.0,Good
1762948262808,0.73755497,0.70751005,9.864533,-0.022865525,0.003497503,-0.031202039,28.6918405,77.2083597,0.0,Good
1762948262912,0.7350199,0.7317778,9.736171,0.024243714,-0.008781188,-0.016404277,28.69027529843152,77.2075142338872,6.46,Good
1762948263012,0.9425174,0.7271279,9.822612,0.0075000674,0.0039253747,-0.015486565,28.6902763,77.2075118,6.4705243,Good
1762948263113,0.493014,0.72108567,9.376795,-0.018350393,-0.0021013762,-0.008955285,28.6902763,77.2075118,6.4705243,Good
1762948263213,0.6388209,0.7668628,9.8719635,0.016114626,-0.014941764,0.0051557026,28.6902763,77.2075118,6.4705243,Good
1762948263313,0.8378269,0.6984844,9.964667,0.0029932398,-0.026157249,-0.005522222,28.6903449,77.2078595,0.0,Good
1762948263413,0.9840169,0.742011,9.728839,0.012705998,-0.0051068333,0.0018692475,28.6903449,77.2078595,0.0,Good
1762948263515,0.7830476,0.74124485,9.777967,-0.00752586,-0.010616838,-0.007171558,28.6903449,77.2078595,0.0,Good
1762948263615,0.7291987,0.60981727,9.849182,-0.001892484,-0.027620692,-0.0076298267,28.6903449,77.2078595,0.0,Good
1762948263716,0.9725726,0.7557537,9.501198,-0.003567453,-0.036920696,-0.0026755896,28.6903449,77.2078595,0.0,Good
1762948263816,0.8907388,0.47587153,9.756084,-0.059400536,-0.015699236,-0.008772025,28.6903449,77.2078595,0.0,Good
1762948263916,1.139209,0.2966416,9.8722515,0.021930061,-0.016077973,0.0011972958,28.6902217,77.2074921,6.66737,Good
1762948264016,1.0424833,0.40251318,9.877135,-0.0133535145,-0.010311405,-0.0070982543,28.6902217,77.2074921,6.66737,Good
1762948264116,1.0540712,0.13575125,9.789364,-0.047769662,-0.0063285637,-0.005180137,28.6902217,77.2074921,6.66737,Good
1762948264217,1.1589851,0.26953924,9.825708,0.013842206,-0.007953465,-0.0026511552,28.6902217,77.2074921,6.66737,Good
1762948264317,1.0271604,-0.030358477,9.478931,-0.038179077,0.0009896015,-0.026963592,28.6902217,77.2074921,6.66737,Good
1762948264417,0.964145,-0.035099,9.990237,0.008857546,-0.007232644,-0.0057176985,28.6902217,77.2074921,6.66737,Good
1762948264517,1.2635639,-0.103573166,10.209067,-0.0121928705,0.013829989,-0.013854424,28.6902217,77.2074921,6.66737,Good
1762948264617,1.0285969,-0.2752853,9.874454,0.009407325,0.012388348,-0.0077824234,28.6902217,77.2074921,6.66737,Good
1762948264718,0.74689513,-0.06880935,9.723523,0.03698178,0.023701573,-0.007831292,28.6902217,77.2074921,6.66737,Good
1762948264818,0.9384792,0.004979938,9.867367,-0.00816116,-0.01078788,-0.019743165,28.6902217,77.2074921,6.66737,Good
1762948264918,0.8478347,0.020063413,9.790944,0.066987485,-0.007464773,-0.01205848,28.690163022838533,77.20746142789721,6.7799997,Good
1762948265018,0.97726524,0.12751518,9.822883,0.007770206,0.018619172,0.0035796703,28.6901634,77.2074626,6.7671933,Good
1762948265118,0.8377312,-0.03385401,10.035201,-0.031361822,0.00943176,-0.0032253684,28.6901634,77.2074626,6.7671933,Good
1762948265219,0.8163749,-0.017190367,9.361041,-0.034843754,-0.0010140364,0.0029932398,28.6901634,77.2074626,6.7671933,Good
1762948265319,0.9467631,-0.05573702,9.664243,0.0034819318,0.011594223,0.0017959438,28.6901634,77.2074626,6.7671933,Good
1762948265419,0.79645514,-0.068761475,9.510775,-0.023774875,0.01264491,0.003640757,28.6901634,77.2074626,6.7671933,Good
1762948265519,0.95653147,-0.051954176,10.066325,0.0093706725,0.01921782,0.0019181168,28.6901634,77.2074626,6.7671933,Good
1762948265619,0.8562623,0.0030166928,9.701976,-0.016297884,0.024092525,0.0052656583,28.6901634,77.2074626,6.7671933,Good
1762948265720,0.63211715,-0.15303737,10.3149395,-0.010677924,0.0064751715,0.0043004914,28.6901634,77.2074626,6.7671933,Good
1762948265820,0.84567994,-0.114299186,9.958969,9.773821e-05,-0.012986995,0.0060842177,28.6901634,77.2074626,6.7671933,Good
1762948265921,0.7301836,0.07302315,9.630676,0.023225097,0.014282029,-0.009981538,28.6901064,77.2074364,6.516702,Good
1762948266021,0.9152554,0.041180268,9.635896,-0.02013412,0.01500285,0.02257758,28.6901064,77.2074364,6.516702,Good
1762948266121,0.81805086,0.24765623,9.567517,-0.021331415,0.029981267,0.01640784,28.6901064,77.2074364,6.516702,Good
1762948266221,0.57867855,0.31502905,10.08998,-0.0008063415,0.00625526,0.042308528,28.6901064,77.2074364,6.516702,Good
1762948266321,0.702363,0.11942278,10.002879,-0.0073426003,-0.031129694,0.03684739,28.6901064,77.2074364,6.516702,Good
1762948266421,0.9733388,0.30257922,9.448621,0.0405248,0.00029321545,-0.004117232,28.6901064,77.2074364,6.516702,Good
1762948266521,0.77639174,0.20796035,9.925403,-0.013903293,0.018374827,-0.018106045,28.6901064,77.2074364,6.516702,Good
1762948266622,0.89140916,0.1646253,9.465237,0.004593707,0.024349088,-0.018973475,28.6901064,77.2074364,6.516702,Good
1762948266722,0.67224395,0.080876134,10.179188,-0.039547417,0.021746803,-0.02493552,28.6901064,77.2074364,6.516702,Good
1762948266822,0.5225106,0.096246906,9.823601,0.001123992,-0.0047403146,-0.019755382,28.6901064,77.2074364,6.516702,Good
1762948266922,0.84208864,0.07814674,10.102095,0.04896696,-0.008906416,-0.015833627,28.690054,77.207411,6.0466976,Good
1762948267023,0.6814377,0.22749704,9.701018,-0.011618657,0.0053145275,-0.026853636,28.690054,77.207411,6.0466976,Good
1762948267125,0.6631939,0.32532412,9.365638,0.039547417,0.00766025,-0.01391551,28.690054,77.207411,6.0466976,Good
1762948267223,0.70039976,0.2503856,9.558803,-0.051385984,0.008649852,-0.0113620935,28.690054,77.207411,6.0466976,Good
1762948267324,0.58734554,0.17104177,10.101233,0.016713273,-0.0045937067,-0.010922271,28.690054,77.207411,6.0466976,Good
1762948267423,0.798179,0.09179369,10.134751,0.016701056,-0.028136453,-0.012620476,28.690054,77.207411,6.0466976,Good
1762948267524,0.8232702,0.43766007,9.627037,0.026523769,0.004361578,-0.014953981,28.690054,77.207411,6.0466976,Good
1762948267624,0.6529946,0.13891159,9.840744,-0.026218336,-0.012486085,-0.005900958,28.690054,77.207411,6.0466976,Good
1762948267724,0.65634644,0.32259473,10.009918,0.046865582,-0.022748621,-0.0077579888,28.690054,77.207411,6.0466976,Good
1762948267824,0.85994935,0.52768207,9.612864,0.02239432,-0.019657644,-0.01015258,28.690054,77.207411,6.0466976,Good
1762948267924,0.811778,0.24243686,9.779069,-0.008698722,-0.0264749,-0.016872099,28.6900053,77.2073883,6.180088,Good
1762948268024,0.8571242,0.37785292,9.709015,0.016151277,-0.005986479,-0.004813618,28.6900053,77.2073883,6.180088,Good
1762948268125,0.8289684,0.31914708,9.8176155,-0.027415631,-0.003836234,-0.00580322,28.6900053,77.2073883,6.180088,Good
1762948268225,0.59064955,0.2330037,9.79128,-0.03114191,-0.03522249,-0.0066339965,28.6900053,77.2073883,6.180088,Good
1762948268325,0.9589735,0.39422926,9.787257,0.027122417,-0.014330898,-0.0016126842,28.6900053,77.2073883,6.180088,Good
1762948268425,0.8772834,0.303489,9.659215,-0.016261233,-0.0064629545,-0.0095294975,28.6900053,77.2073883,6.180088,Good
1762948268529,0.9517909,0.31292215,10.011163,0.016945403,-0.026963592,0.0039950586,28.6900053,77.2073883,6.180088,Good
1762948268630,0.9512808,0.3896103,9.493838,0.007612321,-0.00417033,-0.0019383224,28.6900053,77.2073883,6.180088,Good
1762948268730,0.7398562,0.21710621,10.095295,-0.041917574,0.0030787608,-0.0121928705,28.6900053,77.2073883,6.180088,Good
1762948268830,0.9693165,-0.023415294,9.734298,-0.004654793,-0.0049846605,0.004813618,28.6900053,77.2073883,6.180088,Good
1762948268930,0.71275383,-0.19967642,9.932824,-0.022430971,-0.0067928215,0.01963321,28.6899585,77.207363,6.075588,Good
1762948269030,0.4615542,-0.082073234,9.323835,0.025485298,0.0023457224,0.03332881,28.6899585,77.207363,6.075588,Good
1762948269130,0.79228926,-0.0641646,9.395709,-0.046120323,-0.0071715578,0.021368066,28.6899585,77.207363,6.075588,Good
1762948269231,0.7730398,-0.053103395,10.043437,0.027879888,0.014428637,0.0052656583,28.6899585,77.207363,6.075588,Good
1762948269331,0.6961381,-0.14848839,10.268731,0.017580701,-0.0034452803,-0.0046914453,28.6899585,77.207363,6.075588,Good
1762948269431,0.85669327,-0.2366429,10.072454,0.007953469,-0.011178833,0.021160372,28.6899585,77.207363,6.075588,Good
1762948269531,1.0851,-0.29079974,9.813976,-0.038777724,0.014208726,0.0130236475,28.6899585,77.207363,6.075588,Good
1762948269631,0.9479602,-0.3257072,10.089357,0.015540412,0.010873402,0.010079277,28.6899585,77.207363,6.075588,Good
1762948269732,1.0101137,-0.33126175,9.400258,-0.01958434,0.017311921,0.008100073,28.6899585,77.207363,6.075588,Good
1762948269832,0.98056924,-0.40734947,9.961315,0.009517281,0.02026851,-0.00032986724,28.6899585,77.207363,6.075588,Good
1762948269932,0.8094796,-0.59534216,9.765805,0.011203269,0.02130698,-0.00039095388,28.6899111,77.2073371,5.712069,Good
1762948270032,0.8485051,-0.43047747,9.728408,0.06965085,0.020964896,-0.000720821,28.6899111,77.2073371,5.712069,Good
1762948270133,0.80766,-0.41975144,9.948914,-0.028087584,0.019071212,-0.00235794,28.6899111,77.2073371,5.712069,Good
1762948270233,0.5022556,-0.14690822,9.980613,0.06024353,0.0014660768,-0.03903429,28.6899111,77.2073371,5.712069,Good
1762948270333,0.80991054,0.18727446,8.933485,0.06888116,-0.03459941,-0.019193387,28.6899111,77.2073371,5.712069,Good
1762948270433,1.256094,-0.38465244,10.802494,0.1231993,0.07375587,0.011410963,28.6899111,77.2073371,5.712069,Good
1762948270533,1.4652035,0.15002069,12.360401,-0.0060720006,0.02493552,0.13518448,28.6899111,77.2073371,5.712069,Good
1762948270633,0.25378537,0.007230496,9.625361,-0.0758939,0.04351804,-0.08354193,28.6899111,77.2073371,5.712069,Good
1762948270734,0.34466928,0.7066247,8.515457,0.14376102,-0.06234491,-0.009786061,28.6899111,77.2073371,5.712069,Good
1762948270834,1.0569922,0.7526891,7.962732,-0.01863139,-0.020231856,-0.032424726,28.6899111,77.2073371,5.712069,Good
1762948270939,1.0707456,0.96163845,9.689628,0.06880337,0.029408798,-0.05056468,28.6898684,77.2073142,5.0551233,Good
1762948271038,1.1235582,0.3755283,9.829237,-0.08058811,0.0637605,-0.012482397,28.6898684,77.2073142,5.0551233,Good
1762948271138,0.3290591,0.38249767,10.362392,-0.12668124,0.108880624,-0.0017959438,28.6898684,77.2073142,5.0551233,Good
1762948271238,-0.10371682,0.052385136,10.089788,-0.18719354,-0.030311134,-0.059119537,28.6898684,77.2073142,5.0551233,Good
1762948271339,0.31799787,0.28179753,9.588825,-0.045961503,-0.048502702,-0.013744468,28.6898684,77.2073142,5.0551233,Good
1762948271439,1.0104489,1.0324277,8.317313,0.09414655,-0.016688839,-0.047513098,28.6898684,77.2073142,5.0551233,Good
1762948271539,0.47022122,1.3038343,8.313866,-0.08600983,0.05477018,-0.053389624,28.6898684,77.2073142,5.0551233,Good
1762948271639,0.69202006,0.7721301,9.450106,0.0022602023,0.028393017,-0.06568023,28.6898684,77.2073142,5.0551233,Good
